v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie,destino_limpio,distancia_tramo_m
16106|00860|00006,16106.0,860.0,6.0,00860-00006,True,200.0,SAN MIGUEL,CARLOS VALDOVINOS 1411 ,-33.478894,-70.651805,125033636.0,125033636.0,0.0,0.0,0.0,0.0,266986.0,CARLOS VALDOVINOS 1411,123185841.0,0.0,328598.0,N,,0.0,U,C,,HBB001,0.0,14.0,2022.0,0.0,0.0,40 - 550,346451.62755,6294497.8825,211638.0,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,COMERCIO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127526409.0,860.0,6.0,346525.82295,6294400.17995,40 - 550,0.0,PREDIOS_NACIONAL,URBANA,386.0,1_contains,684.7710995104542,657196.0,C,123185841.0,0.0,480.0,U,CARLOS VALDOVINOS 1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,127.0,1915.0,1915.0,F,4,1.0,N,Comercio,127.398852208602
16106|01760|00317,16106.0,1760.0,317.0,01760-00317,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 173 ,-33.479395,-70.652993,6614560.0,6614560.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 173,6516808.0,0.0,17385.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,34770.0,Z,6516808.0,0.0,0.0,U,ARCADIA 1431 BX 173,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2020.0,2020.0,B,4,16.0,N,Estacionamiento,250.86431013578272
16106|00648|00539,16106.0,648.0,539.0,00648-00539,True,200.0,SAN MIGUEL,RIVAS 1061 BD 318 ,-33.478188,-70.647421,1362723.0,1362723.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BD 318,1342584.0,0.0,3582.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,7164.0,L,1342584.0,0.0,0.0,U,RIVAS 1061 BD 318,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2019.0,2019.0,B,4,19.0,N,Bodega / Almacenaje,217.8908005071924
16106|00648|00086,16106.0,648.0,86.0,00648-00086,True,200.0,SAN MIGUEL,RIVAS 1061 DP 704 ,-33.478188,-70.647421,71217147.0,11186437.0,60030710.0,0.0,0.0,0.0,194438.0,RIVAS 1061 DP 704,70164672.0,59143557.0,0.0,N,,2039.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,0.0,H,70164672.0,59143557.0,0.0,U,RIVAS 1061 DP 704,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,2019.0,2019.0,B,3,19.0,N,Habitacional,217.8908005071924
16106|01760|00537,16106.0,1760.0,537.0,01760-00537,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 247 ,-33.479395,-70.652993,1452386.0,1452386.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 247,1430922.0,0.0,3818.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,7636.0,L,1430922.0,0.0,0.0,U,ARCADIA 1431 BD 247,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2023.0,2023.0,B,4,17.0,N,Bodega / Almacenaje,250.86431013578272
16106|01952|00718,16106.0,1952.0,718.0,01952-00718,True,200.0,SAN MIGUEL,RICARDO MORALES 2960 BD 34 ,-33.480904,-70.651089,2259206.0,2259206.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2960 BD 34,2225818.0,0.0,5938.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553069.0,1952.0,90568.0,346595.949,6294178.4148,,0.0,PREDIOS_NACIONAL,URBANA,914.0,1_contains,5277.489230276902,11876.0,L,2225818.0,0.0,0.0,U,RICARDO MORALES 2960 BD 34,16106.0,1952.0,90568.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2004.0,2004.0,B,4,16.0,N,Bodega / Almacenaje,239.59749525013834
16106|01958|00046,16106.0,1958.0,46.0,01958-00046,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 DP 707 ,-33.481214,-70.649741,50108597.0,0.0,50108597.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 DP 707,49368073.0,49368073.0,0.0,N,,2028.0,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,0.0,H,49368073.0,49368073.0,0.0,U,LLANO SUBERCASEAUX 2909 DP 707,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,2008.0,2008.0,B,2,21.0,N,Habitacional,214.1046182403918
16106|01760|00019,16106.0,1760.0,19.0,01760-00019,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 40 ,-33.479395,-70.652993,6614560.0,6614560.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 40,6516808.0,0.0,17385.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,34770.0,Z,6516808.0,0.0,0.0,U,ARCADIA 1431 BX 40,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2020.0,2020.0,B,4,16.0,N,Estacionamiento,250.86431013578272
16106|00360|00247,16106.0,360.0,247.0,00360-00247,True,200.0,SAN MIGUEL,MILAN 1437 BD B 51 ,-33.477228,-70.652155,1949166.0,1949166.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1437 BD B 51,1920361.0,0.0,5123.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127539113.0,360.0,90018.0,346490.3933,6294584.3993,,0.0,PREDIOS_NACIONAL,URBANA,11.0,1_contains,3825.92783954474,10246.0,L,1920361.0,0.0,0.0,U,MILAN 1437 BD B 51,16106.0,360.0,90018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2017.0,2017.0,B,4,25.0,N,Bodega / Almacenaje,194.15049796505963
16106|00848|00401,16106.0,848.0,401.0,00848-00401,True,200.0,SAN MIGUEL,A CARLOS VALDOVINOS 1055 DP 205 B ,-33.479299,-70.647374,38057479.0,0.0,38057479.0,0.0,0.0,0.0,194438.0,A CARLOS VALDOVINOS 1055 DP 205 B,37495051.0,37495051.0,0.0,N,,2038.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,0.0,H,37495051.0,37495051.0,0.0,U,A CARLOS VALDOVINOS 1055 DP 205 B,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,2018.0,2018.0,B,3,25.0,N,Habitacional,182.4072704445809
16106|00354|00314,16106.0,354.0,314.0,00354-00314,True,200.0,SAN MIGUEL,MILAN 1259 BD 45 ,-33.47732,-70.650274,1427996.0,1427996.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1259 BD 45,1406892.0,0.0,3753.0,N,,0.0,U,L,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127540523.0,354.0,90180.0,346665.38095,6294576.96775,,0.0,PREDIOS_NACIONAL,URBANA,18.0,1_contains,2343.6092519159283,7506.0,L,1406892.0,0.0,0.0,U,MILAN 1259 BD 45,16106.0,354.0,90180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2004.0,2004.0,B,4,16.0,N,Bodega / Almacenaje,120.91545218107692
16106|00850|00100,16106.0,850.0,100.0,00850-00100,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2675 BX 11 ,-33.479055,-70.649117,6530354.0,6530354.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2675 BX 11,6433846.0,0.0,17162.0,N,,0.0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127528971.0,850.0,90015.0,346775.9329875,6294386.279975,,0.0,PREDIOS_NACIONAL,URBANA,483.0,1_contains,2683.543141055531,34324.0,Z,6433846.0,0.0,0.0,U,LLANO SUBERCASEAUX 2675 BX 11,16106.0,850.0,90015.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1995.0,1995.0,B,4,5.0,N,Estacionamiento,35.560735411692754
16106|00648|00532,16106.0,648.0,532.0,00648-00532,True,200.0,SAN MIGUEL,RIVAS 1061 BD 308 ,-33.478188,-70.647421,953960.0,953960.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1061 BD 308,939862.0,0.0,2508.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,5016.0,L,939862.0,0.0,0.0,U,RIVAS 1061 BD 308,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2019.0,2019.0,B,4,19.0,N,Bodega / Almacenaje,217.8908005071924
16106|01760|00172,16106.0,1760.0,172.0,01760-00172,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 32 ,-33.479395,-70.652993,1551359.0,1551359.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 32,1528433.0,0.0,4078.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,8156.0,L,1528433.0,0.0,0.0,U,ARCADIA 1431 BD 32,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2020.0,2020.0,B,4,16.0,N,Bodega / Almacenaje,250.86431013578272
16106|01958|00324,16106.0,1958.0,324.0,01958-00324,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BD 31 SUBT 2,-33.481214,-70.649741,1208676.0,1208676.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BD 31,1190813.0,0.0,3177.0,N,,0.0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,6354.0,L,1190813.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BD 31,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2008.0,2008.0,B,4,21.0,N,Bodega / Almacenaje,214.1046182403918
16106|01952|00548,16106.0,1952.0,548.0,01952-00548,True,200.0,SAN MIGUEL,MAGDALENA VICUNA 1280 BD 105 ,-33.481127,-70.650309,3013912.0,3013912.0,0.0,0.0,0.0,0.0,317004.0,MAGDALENA VICUNA 1280 BD 105,2969371.0,0.0,7921.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127530541.0,1952.0,90320.0,346668.8531,6294154.76355,,0.0,PREDIOS_NACIONAL,URBANA,990.0,1_contains,5572.936623037822,15842.0,L,2969371.0,0.0,0.0,U,MAGDALENA VICUNA 1280 BD 105,16106.0,1952.0,90320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2003.0,2003.0,B,4,16.0,N,Bodega / Almacenaje,220.32356699789761
16106|01952|00543,16106.0,1952.0,543.0,01952-00543,True,200.0,SAN MIGUEL,MAGDALENA VICUNA 1280 BD 100 ,-33.481127,-70.650309,2909290.0,2909290.0,0.0,0.0,0.0,0.0,317004.0,MAGDALENA VICUNA 1280 BD 100,2866295.0,0.0,7646.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127530541.0,1952.0,90320.0,346668.8531,6294154.76355,,0.0,PREDIOS_NACIONAL,URBANA,990.0,1_contains,5572.936623037822,15292.0,L,2866295.0,0.0,0.0,U,MAGDALENA VICUNA 1280 BD 100,16106.0,1952.0,90320.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2003.0,2003.0,B,4,16.0,N,Bodega / Almacenaje,220.32356699789761
16106|01954|00269,16106.0,1954.0,269.0,01954-00269,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2959 BD 82 ,-33.481589,-70.64985,3408673.0,3408673.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2959 BD 82,3358298.0,0.0,8959.0,N,,0.0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538121.0,1954.0,90001.0,346712.2924,6294104.26795,,0.0,PREDIOS_NACIONAL,URBANA,1048.0,1_contains,3768.246951455715,17918.0,L,3358298.0,0.0,0.0,U,LLANO SUBERCASEAUX 2959 BD 82,16106.0,1954.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2005.0,2005.0,B,4,17.0,N,Bodega / Almacenaje,256.9385812805074
16106|01958|00424,16106.0,1958.0,424.0,01958-00424,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BD 146 PISO 1,-33.481214,-70.649741,1628165.0,1628165.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BD 146,1604103.0,0.0,4280.0,N,,0.0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,8560.0,L,1604103.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BD 146,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2008.0,2008.0,B,4,21.0,N,Bodega / Almacenaje,214.1046182403918
16106|01958|00215,16106.0,1958.0,215.0,01958-00215,True,200.0,SAN MIGUEL,LLANO SUBERCASEAUX 2909 BX 80 BD 86 SUBT 1,-33.481214,-70.649741,8730377.0,8730377.0,0.0,0.0,0.0,0.0,442048.0,LLANO SUBERCASEAUX 2909 BX 80,8601357.0,0.0,22945.0,N,,0.0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",XMB068,, 260 - 1.670  m²,,$442.048,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184.0,7.0,246.0,0.0,25.0,0.0,2.0,295.0,0.0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106.0,127538123.0,1958.0,90001.0,346721.72495,6294146.0434,,0.0,PREDIOS_NACIONAL,URBANA,969.0,1_contains,3561.505097560483,45890.0,Z,8601357.0,0.0,0.0,U,LLANO SUBERCASEAUX 2909 BX 80,16106.0,1958.0,90001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2008.0,2008.0,B,4,21.0,N,Estacionamiento,214.1046182403918
